"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy terraform module with app.","384726","test_terraform","tests.integration","2025-12-16","passed","2025-12-16","","test_terraform","",""
"Install necessary binaries.","5059","test_snap_install","tests.integration","2025-12-16","passed","2025-12-16","","test_terraform","",""
"Deploy bundle with app.","","test_bundle","tests.integration","","unknown","","","test_bundle","",""
