"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with app.","1214126","test_bundle","tests.integration","2026-03-01","broken","2026-03-01","","test_bundle","",""
"Deploy terraform module with app.","226363","test_terraform","tests.integration","2026-03-01","passed","2026-03-01","","test_terraform","",""
"Install necessary binaries.","9129","test_snap_install","tests.integration","2026-03-01","passed","2026-03-01","","test_terraform","",""
