"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with app.","1005207","test_bundle","tests.integration","2025-11-19","passed","2025-11-19","","test_bundle","",""
"Install necessary binaries.","12573","test_snap_install","tests.integration","2025-11-19","passed","2025-11-19","","test_terraform","",""
"Deploy terraform module with app.","391103","test_terraform","tests.integration","2025-11-19","passed","2025-11-19","","test_terraform","",""
