"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Install necessary binaries.","7280","test_snap_install","tests.integration","2026-05-22","passed","2026-05-22","","test_terraform","",""
"Deploy bundle with app.","145062","test_bundle","tests.integration","2026-05-22","broken","2026-05-22","","test_bundle","",""
"Deploy terraform module with app.","21392","test_terraform","tests.integration","2026-05-22","broken","2026-05-22","","test_terraform","",""
