"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy terraform module with app.","380537","test_terraform","tests.integration","2025-12-23","passed","2025-12-23","","test_terraform","",""
"Install necessary binaries.","4628","test_snap_install","tests.integration","2025-12-23","passed","2025-12-23","","test_terraform","",""
"Deploy bundle with app.","987073","test_bundle","tests.integration","2025-12-23","passed","2025-12-23","","test_bundle","",""
