"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with app and release as a product.","910697","test_smoke","tests.integration","Sat May 24 01:23:46 UTC 2025","failed","Sat May 24 01:38:57 UTC 2025","","test_smoke","",""
