"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy terraform module with app.","387763","test_terraform","tests.integration","2025-11-15","passed","2025-11-15","","test_terraform","",""
"Install necessary binaries.","10317","test_snap_install","tests.integration","2025-11-15","passed","2025-11-15","","test_terraform","",""
"Deploy bundle with app.","989684","test_bundle","tests.integration","2025-11-15","passed","2025-11-15","","test_bundle","",""
