"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Install necessary binaries.","5443","test_snap_install","tests.integration","2026-05-04","passed","2026-05-04","","test_terraform","",""
"Deploy bundle with app.","182344","test_bundle","tests.integration","2026-05-04","broken","2026-05-04","","test_bundle","",""
"Deploy terraform module with app.","115721","test_terraform","tests.integration","2026-05-04","broken","2026-05-04","","test_terraform","",""
