"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy bundle with app.","736029","test_bundle","tests.integration","2026-03-12","passed","2026-03-12","","test_bundle","",""
"Install necessary binaries.","26668","test_snap_install","tests.integration","2026-03-12","passed","2026-03-12","","test_terraform","",""
"Deploy terraform module with app.","337487","test_terraform","tests.integration","2026-03-12","passed","2026-03-12","","test_terraform","",""
